frequency,recency,T,monetary_value,clv
3.0,248.0,259.0,474.3033333333333,2315.71486472985
3.0,302.0,334.0,60.98333333333334,247.64971895969492
15.0,313.0,326.0,193.42999999999998,2691.6673429624866
1.0,28.0,179.0,143.45999999999998,387.4630395918981
2.0,59.0,140.0,135.43,769.4238748287107
2.0,106.0,319.0,84.01,225.20716672196178
13.0,300.0,333.0,560.1815384615385,6725.596100267458
3.0,229.0,299.0,238.42,1029.0972355469567
2.0,132.0,193.0,467.58000000000004,2233.3523133425497
3.0,180.0,201.0,594.5066666666667,3483.7885424983924
7.0,294.0,328.0,258.3457142857143,1879.7425222608072
4.0,261.0,313.0,561.935,2811.7914846817134
1.0,169.0,215.0,315.0,1100.4144855648162
5.0,323.0,329.0,398.162,2253.5584312803944
4.0,281.0,285.0,772.1675,4192.9648077599695
1.0,95.0,273.0,136.24,317.23541791024655
3.0,287.0,288.0,334.8566666666667,1511.2055895619578
12.0,319.0,322.0,259.81416666666667,3005.320271011806
9.0,244.0,258.0,183.1877777777778,1972.9399874152778
9.0,262.0,266.0,444.1911111111111,4674.474540484091
2.0,92.0,183.0,87.925,426.30554723370017
2.0,194.0,328.0,122.39999999999999,384.99326990150297
1.0,114.0,323.0,320.28,630.0452425509313
2.0,163.0,315.0,450.89,1409.5572289147324
2.0,206.0,218.0,617.39,2768.052185390559
6.0,293.0,320.0,182.635,1206.7521822393435
1.0,63.0,193.0,168.1,522.138107481582
1.0,95.0,193.0,113.95,400.2318689184042
4.0,295.0,320.0,234.25,1161.324818448392
7.0,290.0,298.0,206.09428571428572,1624.624449626496
1.0,57.0,137.0,395.3,1691.146974014246
11.0,258.0,283.0,185.32363636363635,2195.398563238185
3.0,146.0,326.0,216.60333333333335,769.5243986452931
3.0,189.0,210.0,401.89333333333326,2285.2936022023755
8.0,137.0,138.0,297.8725,4507.0314758091345
14.0,238.0,242.0,249.58428571428573,4116.257182792251
1.0,21.0,81.0,163.24,946.3074947539176
6.0,326.0,327.0,301.68333333333334,1963.2835063556174
4.0,55.0,89.0,333.2775,3814.015279414253
10.0,313.0,333.0,168.349,1621.3788154108113
6.0,210.0,248.0,174.57500000000002,1399.0560960744126
3.0,232.0,259.0,553.7233333333334,2693.6481104397485
6.0,207.0,210.0,488.5366666666667,4445.842397370779
4.0,231.0,326.0,124.52499999999999,596.3568493288051
3.0,266.0,270.0,642.9266666666666,3042.7959312779067
4.0,254.0,281.0,302.4425,1657.19406553578
1.0,294.0,329.0,250.38,646.1627390467742
32.0,328.0,328.0,466.08468750000003,12964.42043946815
5.0,308.0,327.0,170.602,971.0900144233269
25.0,325.0,329.0,537.5624,11828.608570437116
1.0,33.0,46.0,348.91,2854.6673019802647
5.0,253.0,329.0,379.87,2114.7851929537346
5.0,284.0,333.0,469.322,2611.2693454854807
3.0,222.0,263.0,1172.4933333333333,5611.066657748152
11.0,328.0,334.0,327.9563636363636,3417.608026121032
1.0,10.0,329.0,147.9,92.31337428499995
4.0,232.0,320.0,185.235,901.133304907004
1.0,40.0,132.0,411.74,1701.8368637726978
11.0,276.0,325.0,167.33454545454546,1766.5395752066731
4.0,271.0,326.0,263.3675,1277.8276038459344
4.0,286.0,326.0,330.5675,1608.6082616786748
1.0,29.0,99.0,229.14,1172.1584683993249
1.0,71.0,200.0,497.9,1516.4761463862724
7.0,227.0,262.0,140.28857142857143,1216.1714116921098
14.0,322.0,327.0,632.8950000000001,8265.46307875081
1.0,151.0,297.0,68.7,175.2885620584437
1.0,137.0,285.0,110.6,281.48203341508014
7.0,192.0,228.0,580.85,5562.574877097899
16.0,180.0,216.0,297.175625,5910.90865483237
2.0,254.0,328.0,392.79999999999995,1271.3551852154374
5.0,270.0,327.0,404.668,2279.5203713924348
5.0,87.0,175.0,572.28,4730.5348300908
3.0,81.0,99.0,344.3333333333333,3151.026959490514
11.0,227.0,228.0,250.21,3500.3448060818455
2.0,21.0,47.0,2.842170943040401e-14,18.404691039227217
11.0,284.0,287.0,338.04636363636365,3971.6360365202795
3.0,104.0,144.0,192.34333333333333,1400.762449014228
2.0,180.0,194.0,270.105,1319.6849375086247
15.0,302.0,328.0,713.314,9845.864226982312
1.0,71.0,74.0,39.95,294.189060539605
2.0,139.0,243.0,387.93499999999995,1526.2613645880315
5.0,295.0,321.0,409.51599999999996,2357.2012770149986
1.0,219.0,293.0,52.54,151.88068184209394
4.0,108.0,319.0,244.26999999999998,791.7201479600307
1.0,78.0,217.0,369.01,1053.7157759525971
6.0,108.0,125.0,225.23166666666665,2883.1968134280414
2.0,195.0,221.0,271.36,1204.1278564953566
22.0,319.0,333.0,173.56727272727272,3358.121171128899
4.0,198.0,211.0,547.3,3715.8252613352724
1.0,161.0,172.0,556.85,2318.907348724548
2.0,98.0,217.0,131.275,544.0560944487986
5.0,266.0,281.0,422.02799999999996,2699.8912897865885
3.0,84.0,243.0,180.03333333333333,745.4535328468038
1.0,267.0,284.0,115.8,343.4783161891252
3.0,209.0,266.0,280.15333333333336,1326.396579115136
1.0,61.0,61.0,256.25,1920.1324942515641
1.0,56.0,104.0,323.09,1732.6291796411492
1.0,94.0,214.0,102.0,321.44513289490123
1.0,175.0,208.0,171.06,624.3135726172405
1.0,232.0,278.0,114.85,340.41502711353706
3.0,219.0,332.0,376.3033333333333,1463.5396620152767
1.0,56.0,90.0,1101.2,6483.772787102136
10.0,303.0,325.0,158.497,1556.0793602683434
1.0,85.0,225.0,163.25,464.7203300184979
3.0,329.0,330.0,194.41666666666666,790.2886204491269
7.0,262.0,322.0,302.0585714285714,2212.3383119203145
7.0,285.0,295.0,135.25857142857143,1075.84544920989
2.0,290.0,333.0,575.8199999999999,1858.005262942251
10.0,317.0,334.0,422.242,4053.375815960174
31.0,287.0,294.0,189.30774193548388,5569.845173951444
2.0,14.0,32.0,130.38500000000002,1534.4280928357052
2.0,300.0,326.0,10.655000000000001,40.938254568834424
6.0,300.0,332.0,511.59999999999997,3273.2860948576717
1.0,122.0,325.0,312.01,628.0404704104186
4.0,83.0,145.0,53.75,460.68102380056473
1.0,27.0,249.0,188.5,292.7314261560773
7.0,121.0,124.0,187.08285714285714,2720.771145350781
3.0,283.0,333.0,531.8466666666667,2119.442437492505
95.0,334.0,334.0,320.00863157894736,25099.98854713062
8.0,277.0,319.0,107.10624999999999,886.0009112025141
3.0,115.0,294.0,165.51666666666668,607.7120560613711
2.0,71.0,334.0,1894.645,3577.8627655267032
1.0,42.0,188.0,111.76,319.9207357506157
2.0,48.0,242.0,317.79,874.0360740686831
14.0,320.0,326.0,1274.6728571428573,16682.65598012538
10.0,316.0,330.0,414.06899999999996,4014.9833670287294
4.0,183.0,280.0,137.69,734.8070448139824
5.0,310.0,330.0,530.804,2990.5064083929446
1.0,186.0,236.0,272.31,889.8623646104037
19.0,320.0,325.0,434.3057894736843,7495.396237556321
3.0,211.0,249.0,9.900000000000015,55.354344402080365
3.0,261.0,329.0,71.28666666666668,289.4595963320631
5.0,321.0,327.0,199.69,1137.783599382058
4.0,293.0,334.0,387.3025,1847.7273660889336
2.0,70.0,216.0,267.75,1012.5720214546565
1.0,160.0,207.0,78.45,290.59237186120254
2.0,60.0,332.0,162.31,275.94920168673775
1.0,39.0,210.0,173.07,409.54394977579796
5.0,298.0,318.0,97.656,570.0246027024662
1.0,110.0,283.0,101.85,242.03509057168574
1.0,39.0,322.0,125.13,139.16542237239722
2.0,99.0,116.0,51.0,355.7897443338661
7.0,295.0,327.0,141.5585714285714,1034.5929834323492
2.0,201.0,334.0,200.35500000000002,619.3649738026784
1.0,122.0,168.0,99.84,420.3718957956925
3.0,302.0,334.0,199.49666666666667,799.2378608791782
3.0,54.0,325.0,91.33666666666666,131.35542496965806
1.0,297.0,316.0,218.05,586.5086674589206
2.0,317.0,323.0,115.185,388.63494727491485
10.0,320.0,334.0,258.10900000000004,2480.0511602812776
3.0,202.0,227.0,200.58666666666667,1080.4823705483261
6.0,334.0,334.0,390.8733333333333,2500.0881717613424
1.0,70.0,164.0,185.56,705.4626456087783
1.0,201.0,207.0,134.28,503.79661613231394
3.0,231.0,269.0,167.4333333333333,793.302692546389
3.0,175.0,200.0,330.2,1942.6617750087423
1.0,121.0,216.0,297.2,968.6097767782386
1.0,38.0,172.0,345.5,1054.0905038277783
1.0,7.0,19.0,65.8,710.063378538689
1.0,3.0,102.0,11.22,60.26994011583418
4.0,248.0,323.0,555.24,2690.0684414841076
11.0,253.0,263.0,165.59818181818184,2081.06136019014
1.0,26.0,220.0,17.549999999999997,39.670607919921444
27.0,329.0,332.0,1805.8325925925924,42381.378466749455
1.0,293.0,326.0,219.03,571.0558448268415
3.0,334.0,334.0,231.78,932.3258029612988
10.0,303.0,332.0,185.286,1785.6771927371517
2.0,21.0,180.0,143.475,475.45252292874676
32.0,302.0,333.0,39.6059375,1079.602326264568
11.0,310.0,330.0,182.35636363636365,1916.9907934659893
2.0,110.0,222.0,228.965,944.5939273950767
1.0,195.0,322.0,103.0,254.48863137381204
1.0,175.0,180.0,135.55,560.6636707723973
11.0,303.0,327.0,347.2390909090909,3671.343050578601
1.0,91.0,220.0,221.77,658.5952824498954
2.0,194.0,320.0,258.125,825.8954905129963
2.0,209.0,287.0,61.34,224.68484360177635
2.0,125.0,322.0,231.42000000000002,650.0486228992393
1.0,1.0,187.0,87.45,152.86758474052516
3.0,169.0,251.0,133.68666666666667,654.3589799803967
7.0,90.0,125.0,177.44714285714286,2527.8109088479596
7.0,248.0,279.0,279.09857142857146,2304.9401633595053
3.0,290.0,325.0,316.43333333333334,1291.8271661638196
2.0,229.0,271.0,179.0,682.0495032546621
1.0,91.0,160.0,37.45,165.5485770909481
1.0,140.0,206.0,143.74,512.1079452932981
5.0,208.0,323.0,12.163999999999998,70.42955280989683
16.0,302.0,333.0,214.0075,3089.166946729396
1.0,160.0,327.0,135.35,306.2273924525263
7.0,273.0,321.0,209.34,1544.6929679529576
1.0,4.0,31.0,300.02,2669.5623314086397
9.0,330.0,330.0,616.8288888888889,5485.098467615862
1.0,23.0,28.0,95.78,947.9463215184126
8.0,301.0,327.0,224.18875,1820.959715413479
2.0,164.0,298.0,202.2,674.2677949078413
1.0,102.0,196.0,406.0,1396.4810953197293
5.0,278.0,325.0,307.752,1747.7561399971719
3.0,239.0,288.0,490.90333333333336,2190.949137743332
1.0,108.0,326.0,194.05,369.5460061428893
9.0,83.0,158.0,336.88222222222225,4374.261248165672
12.0,301.0,321.0,160.6575,1860.4239169099537
8.0,323.0,327.0,229.6175,1870.1883735936617
1.0,42.0,220.0,197.94,447.52993220944256
2.0,193.0,199.0,1529.31,7316.254549517206
1.0,21.0,94.0,113.25000000000001,590.0354144467819
1.0,43.0,334.0,386.05,411.67157353822176
3.0,203.0,262.0,972.4399999999999,4638.1389491181935
7.0,279.0,326.0,925.96,6739.231223809131
4.0,209.0,263.0,498.44500000000005,2846.4339783047826
4.0,210.0,252.0,596.075,3527.720703382949
1.0,20.0,293.0,205.3,204.8231199315797
1.0,6.0,24.0,474.05,4589.420810908027
4.0,254.0,315.0,382.9475,1902.921755674189
22.0,318.0,328.0,10214.01590909091,199952.35247775944
1.0,6.0,215.0,271.0,391.7604493389567
21.0,322.0,330.0,261.30809523809523,4881.685126547962
7.0,297.0,325.0,173.85999999999999,1276.937060542848
23.0,325.0,330.0,209.04826086956524,4248.746449261189
1.0,5.0,115.0,23.25,97.78253295271453
2.0,96.0,111.0,322.40999999999997,2242.7001000255223
2.0,115.0,277.0,384.69500000000005,1261.9391719415325
1.0,110.0,151.0,123.65,556.0042903431884
3.0,256.0,280.0,192.78333333333333,888.0531560929674
3.0,64.0,176.0,92.62,526.8407124886718
1.0,25.0,102.0,480.18,2328.8768102354898
8.0,295.0,334.0,272.0875,2166.702619600413
2.0,225.0,273.0,511.89,1923.0130219213072
1.0,80.0,181.0,83.70000000000002,304.2797605505917
1.0,63.0,69.0,80.46,584.426784774819
2.0,223.0,234.0,145.08999999999997,623.82513193038
1.0,61.0,162.0,185.70000000000002,692.1623227559247
1.0,155.0,250.0,340.8,1013.871211920597
3.0,216.0,252.0,77.96333333333332,391.3360712385386
1.0,143.0,161.0,318.55,1384.7460006541755
3.0,255.0,280.0,303.96666666666664,1396.7455316936548
1.0,14.0,66.0,498.48,3172.9289445320737
5.0,196.0,333.0,177.458,922.720120577239
1.0,105.0,178.0,351.3,1335.196041681102
6.0,275.0,294.0,149.77,1059.758964683582
14.0,230.0,255.0,428.28357142857146,6759.679012634984
3.0,188.0,235.0,417.7866666666667,2172.1782614090025
4.0,98.0,216.0,171.60000000000002,1020.4249139426075
5.0,251.0,325.0,248.02200000000002,1396.5180467703049
4.0,283.0,297.0,340.64750000000004,1791.6107497390092
4.0,83.0,103.0,301.59,3230.7516610950256
5.0,56.0,235.0,121.48400000000001,341.9365361279575
2.0,244.0,251.0,589.565,2386.1411088150885
2.0,190.0,228.0,225.62,975.9592970853206
2.0,138.0,291.0,51.525,173.55205398444213
2.0,216.0,327.0,116.905,375.859426858399
1.0,18.0,43.0,973.8399999999999,7882.969361167888
1.0,195.0,251.0,450.78,1395.4576174358149
18.0,265.0,297.0,230.99833333333333,4050.2576256877164
1.0,112.0,272.0,911.26,2223.6598933305463
3.0,121.0,153.0,387.1366666666667,2717.7691152324765
1.0,216.0,228.0,1258.37,4286.857178027441
3.0,235.0,239.0,137.65666666666667,719.0761909822448
3.0,75.0,242.0,105.66666666666667,416.67706234911816
7.0,325.0,329.0,231.03,1684.3995173453786
1.0,7.0,187.0,305.28000000000003,579.0343939285817
4.0,147.0,172.0,174.64,1366.916673337388
18.0,319.0,319.0,297.0083333333334,4956.426618782465
13.0,328.0,332.0,333.5261538461539,4034.3827999030914
12.0,293.0,298.0,396.09916666666663,4867.782924352065
2.0,29.0,40.0,204.845,2259.9724097637195
16.0,315.0,334.0,364.525,5261.922496052115
6.0,271.0,326.0,279.8566666666667,1808.2176692027872
5.0,96.0,249.0,327.384,1667.7122262275032
4.0,116.0,158.0,148.2425,1217.9492871466987
2.0,146.0,178.0,683.01,3501.4050611767875
4.0,161.0,201.0,152.125,1064.9872190396743
3.0,69.0,95.0,241.85,2255.0439988809785
4.0,154.0,333.0,280.8775,1142.7000893607851
16.0,168.0,178.0,112.296875,2597.800061819843
2.0,141.0,174.0,959.115,4985.988074235714
4.0,206.0,316.0,418.2025,2015.6858796507681
3.0,73.0,147.0,95.52,664.0776628101863
1.0,121.0,132.0,69.9,360.17628954280656
9.0,257.0,257.0,253.17555555555555,2737.947567450084
1.0,281.0,327.0,891.9000000000001,2275.373834291271
7.0,186.0,319.0,291.1328571428572,1918.8317721608473
1.0,52.0,56.0,99.44,785.3175757657275
1.0,97.0,213.0,503.8,1566.1138498750881
1.0,86.0,119.0,312.96,1607.67870412387
1.0,26.0,227.0,111.94999999999999,205.24113003153857
5.0,201.0,207.0,411.416,3308.135336887266
1.0,162.0,218.0,51.0,184.99735519242827
9.0,294.0,298.0,122.2688888888889,1181.3408235180916
2.0,159.0,162.0,417.98,2310.548396026645
